2-gram,frequency
"('NEG', 'JNZ')",33
"('NOT', 'MOVZX')",21
"('JB', 'IMUL')",76
"('PUSH', 'REPE_CMPSB')",7
"('SETNLE', 'JMP')",8
"('REPE_CMPSD', 'NEG')",5
"('SETNL', 'INC')",6
"('STOSW', 'CALL_NEAR')",8
"('REPE_CMPSD', 'LEAVE')",3
"('SETNZ', 'LEAVE')",27
"('SETL', 'ADD')",12
"('REP_MOVSD', 'LEAVE')",15
"('REP_STOSW', 'SUB')",9
"('REP_STOSB', 'INC')",18
"('TEST', 'CMP')",26
"('XOR', 'REP_MOVSB')",3
"('REP_MOVSB', 'INC')",6
"('MOVSW', 'XOR')",7
"('LEA', 'REPE_CMPSW')",2
"('REPE_CMPSW', 'MOV')",2
"('MOVSW', 'MOVSB')",7
"('MOVSB', 'PUSH')",2
"('REP_STOSW', 'POP')",3
"('JNZ', 'M')",1
"('M', 'SHR')",1
"('JNZ', 'PAUSE')",7
"('PAUSE', 'SUB')",7
"('JZ', 'INT3')",21
"('INT3', 'MOV')",9
"('INT3', 'CMP')",2
"('JNB', 'NEG')",32
"('TEST', 'XCHG')",19
"('POP', 'MOVSW')",1
"('JNLE', 'SHL')",4
"('JMP', 'FLD1')",16
"('JL', 'NEG')",22
"('IDIV', 'TEST')",39
"('SETL', 'LEA')",2
"('JLE', 'SAR')",1
"('ADD', 'IDIV')",3
"('CDQ', 'SAR')",3
"('SAR', 'IDIV')",3
"('ADD', 'SHRD')",4
"('FIDIV', 'FADD')",8
"('SHL', 'STOSB')",7
"('STOSB', 'LEA')",53
"('SHRD', 'PUSH')",11
"('FILD', 'POP')",2
"('POP', 'FADD')",2
"('FADD', 'FADD')",3
"('FADD', 'FDIV')",3
"('FDIV', 'CALL_NEAR')",2
"('SHR', 'DIV')",20
"('SETNL', 'PUSH')",15
"('JNLE', 'FLD1')",2
"('FLD1', 'JMP')",2
"('OR', 'MOVSD')",10
"('PUSH', 'MOVSB')",13
"('MOVSB', 'CALL_NEAR')",12
"('REPNE_SCASB', 'CALL_NEAR')",4
"('CDQ', 'TEST')",2
"('SHL', 'MOVSX')",3
"('ADD', 'BTS')",6
"('BTS', 'JMP')",7
"('ADD', 'BT')",6
"('BT', 'JNB')",38
"('MOVSX', 'JZ')",14
"('CMP', 'MOVSD')",11
"('SETNZ', 'MOVSD')",4
"('REP_MOVSB', 'ADD')",4
"('REP_STOSB', 'MOVZX')",4
"('REP_STOSB', 'PUSH')",7
"('STOSB', 'POP')",13
"('NEG', 'MOVSX')",2
"('TEST', 'MOVSX')",23
"('ADD', 'REP_STOSB')",1
"('CALL_NEAR', 'REP_STOSD')",5
"('REP_STOSD', 'REP_STOSB')",2
"('JNLE', 'SHR')",1
"('REP_MOVSB', 'CMP')",7
"('JMP', 'REP_MOVSB')",5
"('REP_MOVSB', 'XOR')",4
"('POP', 'STOSB')",1
"('JBE', 'LEAVE')",4
"('REP_STOSB', 'POP')",13
"('SETNLE', 'SHL')",2
"('JNZ', 'SETNZ')",2
"('REP_MOVSD', 'OR')",11
"('IDIV', 'OR')",8
"('CMP', 'STOSW')",2
"('CMP', 'REP_MOVSB')",2
"('ROL', 'ROL')",12
"('IMUL', 'MUL')",1
"('MUL', 'CMP')",6
"('DIV', 'ADD')",15
"('JMP', 'REP_STOSD')",2
"('REP_STOSB', 'CMP')",2
"('REP_STOSD', 'SHL')",4
"('FNSTCW', 'PUSH')",7
"('POP', 'FLDCW')",5
"('MOVZX', 'LEAVE')",14
"('MOV', 'FLDZ')",14
"('FLDZ', 'AND')",7
"('FLDZ', 'POP')",1
"('JBE', 'NEG')",4
"('STOSD', 'FLD')",2
"('FCOMP', 'STOSD')",1
"('STOSW', 'FNSTSW')",1
"('SAHF', 'JBE')",1
"('SAHF', 'JNB')",1
"('MOVSX', 'FLD')",1
"('FLD', 'PUSH')",34
"('JNZ', 'REP_MOVSD')",1
"('REPNE_SCASW', 'JMP')",1
"('POPFD', 'AND')",5
"('NOT', 'RET_NEAR')",3
"('JL', 'NOP')",1
"('REP_STOSW', 'XOR')",1
"('JBE', 'NOP')",3
"('REPE_CMPSD', 'OR')",2
"('REPE_CMPSD', 'ADD')",5
"('SHL', 'MUL')",1
"('REPE_CMPSD', 'MOVZX')",2
"('XADD_LOCK', 'XOR')",11
"('JMP', 'MOVSD')",4
"('SHLD', 'AND')",2
"('FLDZ', 'MOV')",10
"('FSTP', 'AND')",7
"('MOVZX', 'STOSD')",4
"('CWDE', 'ADD')",33
"('DEC', 'REP_MOVSD')",6
"('JZ', 'CWDE')",9
"('TEST', 'REP_STOSB')",1
"('AND', 'SETNZ')",6
"('JNZ', 'CWDE')",7
"('MOVSD', 'ADC')",12
"('REPE_CMPSD', 'REP_MOVSD')",5
"('REPE_CMPSB', 'PUSH')",9
"('MOVSD', 'SUB')",19
"('SHR', 'SAR')",2
"('SAR', 'CDQ')",12
"('AND', 'MOVSW')",1
"('INC', 'MUL')",3
"('DIV', 'NEG')",8
"('NEG', 'JNLE')",8
"('JMP', 'SETZ')",2
"('FST', 'FLDZ')",1
"('FLDZ', 'FST')",2
"('FXCH', 'FST')",2
"('FSTP', 'OR')",1
"('FSTP', 'FILD')",12
"('FADD', 'FSTP')",8
"('FSTP', 'FLD1')",1
"('FLD1', 'FSTP')",1
"('MOVSD', 'FLD')",1
"('JZ', 'PXOR')",3
"('PXOR', 'PXOR')",9
"('PXOR', 'MOV')",3
"('SHL', 'MOVD')",9
"('MOVD', 'MOVD')",9
"('PUNPCKLBW', 'PUNPCKLBW')",9
"('MOVQ', 'PSRLW')",9
"('PSRLW', 'PADDW')",9
"('PADDW', 'PMULLW')",9
"('PMULLW', 'PSRLW')",9
"('PSRLW', 'PACKUSWB')",9
"('MOVD', 'OR')",9
"('JMP', 'EMMS')",1
"('EMMS', 'XOR')",3
"('JLE', 'FILD')",3
"('MOVZX', 'JNLE')",1
"('STOSD', 'MOVSX')",1
"('JNZ', 'FILD')",2
"('MOVSD', 'JNLE')",1
"('RET_NEAR', 'FILD')",1
"('FILD', 'TEST')",10
"('TEST', 'FADD')",1
"('FILD', 'FADD')",1
"('FSTP', 'JZ')",2
"('FSTP', 'FCOM')",10
"('FNSTSW', 'FSTP')",13
"('FSTP', 'TEST')",16
"('JNP', 'FSTP')",10
"('MOVSD', 'CDQ')",1
"('CDQ', 'MOVSD')",1
"('OR', 'IMUL')",1
"('IDIV', 'MOVZX')",16
"('FLD', 'DEC')",1
"('FLD', 'ADD')",2
"('REPE_CMPSD', 'RET_NEAR')",2
"('REP_STOSW', 'LEA')",1
"('PUSH', 'CWDE')",6
"('REPNE_SCASB', 'XOR')",1
"('LEAVE', 'JMP')",3
"('REP_MOVSD', 'JNZ')",7
"('REP_STOSB', 'TEST')",4
"('CMP', 'REP_STOSD')",9
"('STOSB', 'JZ')",13
"('SUB', 'REP_MOVSB')",4
"('CALL_NEAR', 'FNINIT')",6
"('FNINIT', 'FLDCW')",4
"('FLDCW', 'RET_NEAR')",5
"('POP', 'REP_MOVSB')",5
"('POP', 'REPE_CMPSB')",17
"('REP_MOVSB', 'AND')",7
"('SUB', 'LEAVE')",8
"('STOSD', 'FLDZ')",4
"('FLDZ', 'STOSD')",4
"('STOSD', 'FSTP')",4
"('MOVSD', 'FSTP')",4
"('FSTP', 'MOVSD')",4
"('REPNE_SCASB', 'MOVZX')",4
"('SUB', 'FSTP')",9
"('JL', 'FMUL')",4
"('FWAIT', 'CMP')",4
"('MOV', 'FXAM')",8
"('FXAM', 'MOV')",4
"('FNSTSW', 'MOV')",4
"('FXCH', 'MOV')",8
"('FXAM', 'FWAIT')",4
"('FNSTSW', 'FXCH')",4
"('SAR', 'ROL')",8
"('AND', 'XLAT')",8
"('XLAT', 'MOV')",4
"('XLAT', 'SHL')",4
"('JMP', 'FXCH')",4
"('FXCH', 'FPREM')",4
"('FPREM', 'FWAIT')",4
"('FNSTSW', 'FWAIT')",4
"('FWAIT', 'SAHF')",4
"('JP', 'FSTP')",4
"('JNZ', 'FST')",4
"('FLDCW', 'FWAIT')",4
"('FWAIT', 'RET_NEAR')",4
"('RET_NEAR', 'FABS')",4
"('FABS', 'FLD')",4
"('FLD', 'FABS')",12
"('FABS', 'FSUB')",4
"('FSUB', 'FCOMPP')",4
"('JNP', 'FLD')",9
"('FLD', 'LEAVE')",8
"('RET_NEAR', 'FIMUL')",4
"('FIMUL', 'PUSH')",11
"('FLDZ', 'FCOMP')",7
"('FNSTSW', 'FLD')",4
"('JP', 'FADD')",4
"('AND', 'FLD')",7
"('FST', 'FISTP')",7
"('FISTP', 'FILD')",7
"('JZ', 'FSUBP')",7
"('FSUBP', 'TEST')",7
"('JS', 'FSTP')",7
"('SBB', 'LEAVE')",7
"('JL', 'SAR')",4
"('REP_MOVSB', 'TEST')",11
"('NEG', 'SAR')",8
"('SAHF', 'JZ')",5
"('PUSH', 'FLDZ')",4
"('FLDZ', 'LEA')",4
"('FSUB', 'FMUL')",8
"('FMUL', 'POP')",8
"('FLD', 'JMP')",27
"('FLD', 'FISTP')",8
"('FISTP', 'FWAIT')",8
"('RET_NEAR', 'FLDZ')",7
"('FLDZ', 'PUSH')",6
"('NOT', 'SETZ')",8
"('REP_STOSD', 'SUB')",2
"('FNCLEX', 'MOV')",4
"('MOVSD', 'JNB')",6
"('MOVSX', 'REPNE_SCASB')",2
"('JMP', 'SETNLE')",1
"('SETNLE', 'INC')",2
"('MOVZX', 'JNL')",13
"('SETLE', 'INC')",4
"('MOV', 'STOSB')",16
"('MOVSD', 'MOVSB')",4
"('TEST', 'NOT')",7
"('NEG', 'MUL')",2
"('CWDE', 'SUB')",2
"('DIV', 'SUB')",2
"('CWDE', 'SHR')",3
"('REPNE_SCASB', 'POP')",4
"('RET_NEAR', 'SBB')",9
"('PUSH', 'SETB')",1
"('SETB', 'TEST')",1
"('LEA', 'CMPXCHG_LOCK')",11
"('FMUL', 'JMP')",1
"('JNL', 'FADD')",1
"('RET_NEAR', 'FDIV')",1
"('JP', 'FLD')",1
"('FLDZ', 'FLD')",1
"('FLD', 'FUCOM')",1
"('FUCOM', 'FNSTSW')",1
"('FLD', 'FDIVP')",2
"('FWAIT', 'AND')",1
"('XADD_LOCK', 'JNS')",1
"('MOV', 'RDTSC')",3
"('RDTSC', 'LEA')",3
"('JNB', 'PAUSE')",6
"('PAUSE', 'INC')",6
"('ROL', 'OR')",10
"('FILD', 'FDIVR')",1
"('FDIVR', 'FSTP')",1
"('LEA', 'MOVSW')",2
"('DEC', 'STOSD')",2
"('FMUL', 'FSUB')",2
"('FSUB', 'FIDIV')",1
"('FIDIV', 'JMP')",1
"('JMP', 'FILD')",2
"('FMUL', 'TEST')",1
"('TEST', 'FSTP')",1
"('MOV', 'FMUL')",2
"('PUSH', 'FILD')",1
"('FILD', 'MOVSX')",1
"('FMUL', 'FILD')",1
"('FMUL', 'FADDP')",3
"('FADDP', 'CALL_NEAR')",1
"('MOVSD', 'MOVSX')",4
"('FNINIT', 'FWAIT')",1
"('FWAIT', 'FLDCW')",1
"('SHR', 'CLD')",4
"('CLD', 'REP_MOVSD')",4
"('FNINIT', 'PUSH')",1
"('LEA', 'FWAIT')",1
"('MOV', 'JECXZ')",1
"('JECXZ', 'MOV')",1
"('NOT', 'FWAIT')",1
"('FWAIT', 'MOVZX')",1
"('MOVSB', 'JMP')",1
"('JS', 'STD')",1
"('REP_MOVSB', 'CLD')",1
"('DEC', 'JL')",13
"('JL', 'DEC_LOCK')",9
"('DEC_LOCK', 'JNZ')",10
"('REPNE_SCASB', 'JNZ')",3
"('JNBE', 'BT')",1
"('BT', 'SETB')",1
"('SETB', 'RET_NEAR')",1
"('AND', 'BTS')",2
"('BTS', 'INC')",4
"('AND', 'REPE_CMPSB')",1
"('RET_NEAR', 'SETNZ')",1
"('CALL_NEAR', 'INC_LOCK')",1
"('INC_LOCK', 'XCHG')",2
"('JNS', 'SAR')",1
"('XCHG', 'CALL_NEAR')",24
"('JLE', 'INC_LOCK')",2
"('INC', 'REP_MOVSB')",1
"('JZ', 'LODSB')",7
"('LODSB', 'CMP')",4
"('JZ', 'STOSB')",2
"('STOSB', 'DEC')",2
"('LODSB', 'CALL_NEAR')",1
"('REP_STOSB', 'XCHG')",1
"('CMP', 'SETNB')",2
"('SETNB', 'CALL_NEAR')",1
"('INC_LOCK', 'RET_NEAR')",1
"('JZ', 'FLDPI')",1
"('FLDPI', 'FSTP')",1
"('FSTP', 'FWAIT')",1
"('FWAIT', 'LEAVE')",1
"('FLDCW', 'MOVSX')",1
"('MOVSX', 'LEAVE')",2
"('ADD', 'FLD')",1
"('FLDCW', 'LEAVE')",1
"('JNZ', 'FLDCW')",1
"('FLDCW', 'JMP')",1
"('RET_NEAR', 'ROL')",1
"('SHR', 'REPE_CMPSD')",1
"('ADD', 'REPNE_SCASW')",2
"('REPNE_SCASW', 'JZ')",1
"('AND', 'BT')",12
"('BT', 'JB')",21
"('SAR', 'JNS')",5
"('CALL_NEAR', 'REPNE_SCASW')",1
"('JS', 'REP_STOSD')",1
"('SETNBE', 'TEST')",2
"('XCHG', 'XADD_LOCK')",3
"('CMP', 'REPE_CMPSB')",3
"('JZ', 'REPNE_SCASB')",1
"('REP_MOVSB', 'STOSB')",1
"('DEC', 'MOVSX')",1
"('SUB', 'SETB')",3
"('JNBE', 'BTS')",1
"('CMP', 'CMC')",1
"('CMC', 'SBB')",1
"('JZ', 'BTS')",2
"('BTS', 'RET_NEAR')",2
"('DEC', 'SETZ')",1
"('LODSB', 'REPNE_SCASB')",1
"('DEC', 'JNL')",1
"('DEC', 'JNLE')",3
"('CALL_NEAR', 'SETZ')",2
"('SETLE', 'JMP')",1
"('MOVSX', 'CDQ')",4
"('JZ', 'DIV')",2
"('DIV', 'XCHG')",1
"('LEA', 'CWDE')",3
"('CWDE', 'POP')",4
"('REP_STOSW', 'JMP')",3
"('JNL', 'MOVSX')",3
"('JNLE', 'CWDE')",2
"('STOSD', 'NEG')",3
"('NEG', 'STOSD')",3
"('STOSD', 'SBB')",3
"('MOVSX', 'CWDE')",4
"('SETL', 'SHL')",2
"('MOVSX', 'JNL')",5
"('ADD', 'REP_STOSD')",9
"('CALL_NEAR', 'BTR')",1
"('BTR', 'RET_NEAR')",1
"('MOV', 'BT')",1
"('BT', 'SBB')",1
"('MOV', 'DEC_LOCK')",1
"('JNL', 'REP_STOSB')",1
"('JNLE', 'SAR')",1
"('JNLE', 'REP_STOSB')",1
"('PUSH', 'FST')",1
"('FST', 'LEA')",1
"('SETNBE', 'PUSH')",1
"('FLD', 'SUB')",1
"('FSTP', 'MOVZX')",2
"('MOVZX', 'FLDZ')",1
"('FLDZ', 'FSTP')",2
"('LEA', 'FLD')",2
"('CALL_NEAR', 'ROR')",1
"('SETO', 'PUSH')",3
"('BTR_LOCK', 'JB')",3
"('JMP', 'FLDZ')",3
"('AND', 'REP_STOSD')",6
"('DEC', 'LEAVE')",2
"('AND', 'STOSD')",2
"('JNL', 'CDQ')",2
"('NOT', 'LEAVE')",1
"('AND', 'STOSW')",1
"('CALL_NEAR', 'PXOR')",3
"('PXOR', 'PUSH')",3
"('LEA', 'MOVDQA')",7
"('JZ', 'MOVDQA')",8
"('JBE', 'IMUL')",8
"('CDQ', 'CALL_NEAR')",4
"('JNBE', 'SETZ')",3
"('FILD', 'FCOMP')",3
"('FILD', 'FMULP')",3
"('FMULP', 'CALL_NEAR')",3
"('RET_NEAR', 'REPE_CMPSB')",3
"('REP_MOVSB', 'JMP')",2
"('REPE_CMPSB', 'CALL_NEAR')",1
"('REPE_CMPSB', 'JMP')",1
"('SETNL', 'TEST')",3
"('SBB', 'IMUL')",2
"('POP', 'STOSD')",1
"('JLE', 'CDQ')",1
"('NEG', 'MOVZX')",18
"('SETB', 'ADD')",3
"('TEST', 'SETNS')",1
"('SETNS', 'POP')",1
"('LEA', 'LEAVE')",1
"('FLD', 'SHR')",2
"('SHR', 'FSTP')",2
"('JL', 'FSTP')",3
"('FMUL', 'MOV')",2
"('PUSH', 'SETNBE')",2
"('SETNBE', 'MOVZX')",4
"('REPE_CMPSW', 'POP')",1
"('STOSD', 'STOSB')",1
"('SETNLE', 'CMP')",6
"('SETLE', 'SHL')",1
"('ADC', 'CDQ')",1
"('ADC', 'DEC')",1
"('SAR', 'MOVSW')",2
"('SETNL', 'OR')",1
"('OR', 'REPNE_SCASD')",1
"('REPNE_SCASD', 'REPNE_SCASD')",1
"('REPNE_SCASD', 'MOV')",1
"('REP_MOVSD', 'DEC')",5
"('JNLE', 'CDQ')",2
"('LEA', 'REP_MOVSB')",2
"('PUSH', 'SETNL')",2
"('JNBE', 'MOVSD')",2
"('INC', 'STOSD')",2
"('JL', 'NOT')",1
"('INC', 'OR_LOCK')",1
"('OR_LOCK', 'PUSH')",1
"('MOV', 'OR_LOCK')",2
"('OR_LOCK', 'TEST')",2
"('CMP', 'FNCLEX')",1
"('FNCLEX', 'JNL')",4
"('TEST', 'FNCLEX')",3
"('SETL', 'OR')",1
"('REP_STOSB', 'OR')",6
"('REP_MOVSB', 'JZ')",1
"('MOVSX', 'JNLE')",2
"('SETLE', 'LEA')",1
"('JB', 'FLD')",2
"('IDIV', 'SHR')",1
"('JNZ', 'MOVDQA')",4
"('INC', 'CMPXCHG_LOCK')",6
"('CMOVB', 'PUSH')",23
"('CMOVB', 'XOR')",4
"('NOP', 'MOVDQA')",5
"('CMOVB', 'POP')",5
"('CMOVB', 'CMP')",21
"('CMP', 'CMOVNBE')",14
"('CMOVNBE', 'CMP')",10
"('CMP', 'CMOVNB')",2
"('CMOVNB', 'CMP')",2
"('CMOVB', 'OR')",5
"('TEST', 'CMOVNL')",2
"('CMOVNL', 'MOV')",3
"('SAR', 'SHR')",4
"('XOR', 'MUL')",2
"('POP', 'CMOVNL')",3
"('CMOVNL', 'CMP')",2
"('XOR', 'SHLD')",3
"('LEA', 'CMOVB')",2
"('IMUL', 'DIV')",4
"('SETL', 'TEST')",1
"('STOSB', 'SETNZ')",3
"('MOVSD', 'CWDE')",1
"('TEST', 'STOSD')",1
"('CWDE', 'MOVSX')",1
"('XCHG', 'RET_NEAR')",2
"('JNB', 'MUL')",6
"('SUB', 'DIV')",1
"('MOV', 'REP_STOSW')",1
"('REP_STOSW', 'REP_STOSW')",1
"('REP_STOSW', 'AND')",1
"('REP_STOSD', 'FST')",2
"('DEC', 'STOSB')",2
"('STOSB', 'JNZ')",2
"('JNBE', 'LEAVE')",1
"('TEST', 'NOP')",1
"('SHR', 'PREFETCHT0')",1
"('PREFETCHT0', 'MOVUPS')",1
"('MOVUPS', 'LEA')",1
"('LEA', 'MOVNTPS')",1
"('MOVNTPS', 'MOVNTPS')",1
"('MOVNTPS', 'LEA')",1
"('CLD', 'SHR')",1
"('FSTP', 'XOR')",2
"('FLD', 'INC')",1
"('INC', 'FSTP')",1
"('INT3', 'PUSH')",11
"('AND', 'SHLD')",1
"('SHLD', 'MOV')",1
"('JB', 'INT3')",1
"('XOR', 'XGETBV')",10
"('XGETBV', 'MOV')",10
"('ROR', 'CMP')",40
"('SUB', 'ROR')",40
"('MOV', 'INC_LOCK')",30
"('INC_LOCK', 'MOV')",70
"('JZ', 'INC_LOCK')",101
"('INC_LOCK', 'PUSH')",20
"('INC_LOCK', 'CMP')",20
"('INC_LOCK', 'ADD')",10
"('JL', 'BT')",10
"('JNB', 'REP_STOSB')",10
"('JNB', 'BT')",16
"('JMP', 'BT')",10
"('JNB', 'REP_MOVSB')",10
"('INC_LOCK', 'POP')",10
"('PUSH', 'ROR')",10
"('SUB', 'VXORPS')",5
"('VXORPS', 'ADD')",5
"('JMP', 'VPCMPEQB')",5
"('VPCMPEQB', 'VPMOVMSKB')",5
"('VPMOVMSKB', 'TEST')",5
"('SUB', 'VZEROUPPER')",15
"('VZEROUPPER', 'JMP')",15
"('TEST', 'CMOVS')",5
"('CMOVS', 'POP')",5
"('MOV', 'MOVSS')",21
"('MOVSS', 'POP')",15
"('CALL_NEAR', 'BT')",5
"('JNB', 'MOVD')",5
"('MOVD', 'PSHUFD')",5
"('PSHUFD', 'CMP')",5
"('JB', 'MOVDQU')",5
"('MOVDQU', 'MOVDQU')",28
"('MOVDQU', 'ADD')",8
"('LEA', 'MOVDQU')",11
"('MOVDQU', 'MOV')",8
"('MOV', 'PUSHF')",2
"('PUSHF', 'MOV')",2
"('CLD', 'REP_STOSD')",2
"('REP_STOSD', 'POPF')",2
"('POPF', 'MOV')",2
"('MOVDQU', 'LEA')",4
"('ROR', 'TEST')",10
"('JZ', 'DEC_LOCK')",100
"('DEC_LOCK', 'MOV')",50
"('DEC_LOCK', 'PUSH')",20
"('DEC_LOCK', 'CMP')",20
"('DEC_LOCK', 'ADD')",10
"('JNLE', 'LEAVE')",1
"('IMUL', 'FST')",2
"('INC', 'FST')",2
"('FST', 'JMP')",3
"('POP', 'CMOVS')",1
"('CMOVS', 'MOV')",1
"('MOVLPD', 'TEST')",1
"('DIV', 'MUL')",1
"('JZ', 'MUL')",1
"('POP', 'CMOVB')",1
"('POP', 'CMOVNZ')",3
"('MOV', 'MOVAPS')",9
"('MOVAPS', 'PUSH')",3
"('PUSH', 'MOVUPS')",4
"('MOVUPS', 'XOR')",1
"('MOVUPS', 'PUSH')",10
"('PUSH', 'MOVAPS')",4
"('MOVAPS', 'MOV')",4
"('MOVAPS', 'MOVUPS')",62
"('INC', 'FLD')",5
"('FLD', 'XOR')",2
"('POP', 'FSTP')",1
"('JZ', 'FLDZ')",2
"('CMOVNBE', 'ADD')",1
"('LEA', 'XORPS')",1
"('MOVUPS', 'CALL_NEAR')",1
"('MOV', 'BTR')",4
"('BTR', 'MOV')",4
"('CMOVB', 'MOV')",26
"('MOV', 'CMOVNBE')",10
"('INC_LOCK', 'TEST')",1
"('JNB', 'MOVDQU')",3
"('XORPS', 'MOVUPS')",15
"('MOVUPS', 'MOVAPS')",57
"('MOVUPS', 'XORPS')",9
"('MOVUPS', 'CMP')",5
"('JZ', 'MOVUPS')",21
"('JZ', 'MOVSS')",6
"('MOVSS', 'COMISS')",6
"('COMISS', 'MOVSS')",6
"('MOVSS', 'JBE')",6
"('MOVUPS', 'AND')",3
"('MOVQ', 'OR')",3
"('JNZ', 'XORPS')",3
"('MOVUPS', 'ADD')",6
"('FABS', 'FSTP')",8
"('FLD', 'FCOM')",2
"('FSTP', 'FCOMP')",2
"('MOVAPS', 'XOR')",1
"('XOR', 'MOVAPS')",1
"('MOVAPS', 'XORPS')",1
"('NOP', 'MOVD')",1
"('MOVD', 'LEA')",2
"('LEA', 'PSHUFD')",2
"('PSHUFD', 'INC')",2
"('INC', 'PCMPEQD')",2
"('PCMPEQD', 'MOVAPS')",2
"('MOVAPS', 'PAND')",2
"('PAND', 'PANDN')",2
"('PANDN', 'POR')",2
"('POR', 'CVTDQ2PS')",2
"('CVTDQ2PS', 'MOVUPS')",2
"('RET_NEAR', 'MOVD')",1
"('ADC', 'SHRD')",2
"('LEA', 'CMOVZ')",1
"('CMOVZ', 'PUSH')",1
"('MOV', 'SETNB')",1
"('SETNB', 'ADD')",1
"('SETNB', 'MOV')",1
"('CMOVNZ', 'LEA')",1
"('JNZ', 'MOVDQU')",1
"('CPUID', 'TEST')",1
"('TEST', 'POPAD')",1
"('POPAD', 'SETNZ')",1
"('EMMS', 'MOV')",1
"('MOVSD', 'DEC')",1
"('SHRD', 'SHL')",1
"('OR', 'FST')",1
"('CDQ', 'INC')",1
"('INC', 'IDIV')",1
"('JNZ', 'FSQRT')",1
"('FSQRT', 'CMP')",1
"('CALL_NEAR', 'FST')",1
"('FLD1', 'FSUB')",2
"('FSUB', 'FDIVRP')",1
"('FDIVRP', 'FADD')",1
"('FADD', 'FLD')",1
"('SUB', 'FXCH')",1
"('FNSTCW', 'CMP')",1
"('JNZ', 'FYL2X')",1
"('FYL2X', 'CALL_NEAR')",1
"('FLD', 'FRNDINT')",3
"('FRNDINT', 'FSUBR')",1
"('FSUBR', 'FXCH')",1
"('FXCH', 'FCHS')",1
"('FCHS', 'F2XM1')",1
"('F2XM1', 'FLD1')",1
"('FLD1', 'FADDP')",1
"('FADDP', 'FSCALE')",1
"('FSCALE', 'FSTP')",1
"('FMUL', 'FSUBR')",1
"('FSUBR', 'FMULP')",1
"('FMULP', 'FLD')",2
"('FSUB', 'FXCH')",1
"('FXCH', 'FDIVRP')",1
"('FSTP', 'FADD')",1
"('FADD', 'FDIVR')",1
"('FDIVR', 'FLD')",1
"('FRNDINT', 'FCOMP')",1
"('SAHF', 'JNZ')",1
"('JNZ', 'FMUL')",1
"('FMUL', 'INC')",1
"('FRNDINT', 'FCOMPP')",1
"('FCOMPP', 'FWAIT')",1
"('RET_NEAR', 'FCHS')",1
"('FCHS', 'TEST')",1
"('CALL_NEAR', 'FCHS')",1
"('FCHS', 'JMP')",1
"('FSUB', 'FMULP')",1
"('FADD', 'FDIVP')",1
"('FDIVP', 'FADD')",1
"('PUSH', 'FSUB')",1
"('FSUB', 'PUSH')",1
"('NEG', 'FLD1')",1
"('JZ', 'FMUL')",2
"('FMUL', 'SHR')",2
"('JNL', 'FDIVP')",1
"('FDIVP', 'POP')",1
"('PUSH', 'FADD')",1
"('FADD', 'PUSH')",1
"('CALL_NEAR', 'FMUL')",1
"('FMUL', 'FLD')",2
"('FMUL', 'FSUBP')",1
"('FSUBP', 'FLD')",1
"('FMUL', 'FMUL')",2
"('FADDP', 'FMUL')",1
"('FADDP', 'FMULP')",1
"('FMULP', 'FDIV')",1
"('FDIV', 'FDIV')",1
"('FDIV', 'FADD')",1
"('FLD', 'FMULP')",3
"('FMULP', 'JMP')",3
"('SBB', 'SHRD')",1
"('SETNL', 'ADD')",1
"('JZ', 'SETNZ')",2
"('JMP', 'SETNZ')",1
"('SETNBE', 'DEC')",2
"('NOT', 'JBE')",3
"('REP_MOVSD', 'REP_MOVSB')",1
"('MOVZX', 'JLE')",1
"('BTR_LOCK', 'MOV')",1
"('CMPXCHG_LOCK', 'SETZ')",1
"('INC', 'NOP')",1
"('SETL', 'PUSH')",1
"('REP_MOVSD', 'SHR')",1
"('STOSW', 'ADD')",1
"('ADD', 'STOSB')",1
"('REP_MOVSD', 'MOVSB')",3
"('MOVSB', 'XOR')",4
"('STOSW', 'JNZ')",1
"('MOV', 'REP_MOVSW')",3
"('REP_MOVSW', 'ADD')",1
"('FWAIT', 'PUSH')",2
"('LEA', 'ROR')",8
"('AND', 'ROL')",4
"('SETL', 'CMP')",2
"('SETNLE', 'OR')",1
"('FSTP', 'INC')",1
"('OR', 'FLD')",1
"('STOSW', 'CMP')",1
"('MOVSW', 'TEST')",2
"('SETNBE', 'LEAVE')",1
"('JS', 'IMUL')",1
"('STOSW', 'JNBE')",1
"('XOR', 'MOVSW')",2
"('MOVSB', 'CMP')",1
"('ROL', 'RET_NEAR')",1
"('ROR', 'RET_NEAR')",1
"('IDIV', 'SHL')",2
"('JNZ', 'MOVSD')",1
"('REP_MOVSW', 'MOV')",2
"('REP_MOVSW', 'REP_MOVSW')",1
